chromosome	start	end	strand	ddb_g	genename	description
chr2	7567785	7568933	-	DDB_G0277115	dcx	contains two doublecortin domains involved in microtubule stabilization and bundling%3B functionally interacts with lis1 in cAMP signalling
chr2	7569897	7570418	-	DDB_G0276881	DDB_G0276881	contains one AN1-type zinc finger and one A20-type zinc finger%3B similar to A. thaliana SAP7 (stress-associated protein)
chr2	7572576	7573184	+	DDB_G0276875	hspG5	NA
chr2	7574080	7574712	+	DDB_G0276949	hspG6	NA
chr2	7575967	7576590	+	DDB_G0276951	hspG7	NA
chr2	7576790	7577904	-	DDB_G0277117	DDB_G0277117	NA
chr2	7578926	7579561	+	DDB_G0277119	hspG8	NA
chr2	7579760	7580877	-	DDB_G0277121	DDB_G0277121_ps	putative pseudogene%3B similar to a family of D. discoideum genes%2C including %3Ca href%3D%22%2Fgene%2FDDB_G0277117%22%3EDDB_G0277117%3C%2Fa%3E and %3Ca href%3D%22%2Fgene%2FDDB_G0276955%22%3EDDB_G0276955%3C%2Fa%3E
chr2	7581914	7582519	+	DDB_G0276953	hspG9	NA
chr2	7582702	7583828	-	DDB_G0276955	DDB_G0276955	NA
chr2	7584569	7584690	-	DDB_G0295529	rnu4c	component of the spliceosome involved in pre-mRNA splicing
chr2	7585241	7585465	+	DDB_G0277123	hspG10	NA
chr2	7586125	7587242	-	DDB_G0276957	DDB_G0276957	NA
chr2	7588267	7588599	+	DDB_G0277125	hspG11	NA
chr2	7589219	7593090	-	DDB_G0276959	DDB_G0276959	NA
chr2	7593644	7598450	-	DDB_G0277127	DDB_G0277127_ps	putative pseudogene%3B similar to D. discoideum gene %3Ca href%3D%22%2Fgene%2FDDB_G0276959%22%3EDDB_G0276959%3C%2Fa%3E 
chr2	7600198	7601889	+	DDB_G0277137	DDB_G0277137	conserved protein%2C ortholog of mouse adult male hypothalamus cDNA clone:A230106L22
chr2	7601973	7603585	-	DDB_G0277133	DDB_G0277133	NA
chr2	7604054	7604790	-	DDB_G0277135	trappc3	ortholog of the conserved trafficking protein particle complex subunit 3%2C part of the multisubunit TRAPP (transport protein particle) complex (BET3 in yeast)
chr2	7605969	7609442	+	DDB_G0277131	gxcBB	NA
chr2	7609682	7610338	-	DDB_G0277129	DDB_G0277129	NA
chr2	7615234	7617933	+	DDB_G0277147	stkA	transcription factor required for sporulation%3B expressed in prespore cells%3B has 18 amino acids between the two CX2C motifs
chr2	7618079	7618510	-	DDB_G0277207	DDB_G0277207	NA
chr2	7618748	7623136	-	DDB_G0277301	DDB_G0277301	NA
chr2	7623909	7626465	-	DDB_G0277303	phesB	catalyzes the reaction ATP %2B L-phenylalanine %2B tRNAPhe %3D AMP %2B diphosphate %2B L-phenylalanyl-tRNAPhe%3B in S. cerevisiae%2C acts as a tetramer composed of two alpha and two beta subunits
chr2	7627453	7627827	+	DDB_G0277209	DDB_G0277209	NA
chr2	7627913	7632171	-	DDB_G0277211	DDB_G0277211	ortholog of human SKIV2L (SuperKIller Viralicitic 2L) protein%2C and yeast SKI2%2C a helicase required for repressing propagation of dsRNA viruses
chr2	7632373	7633095	-	DDB_G0277305	DDB_G0277305	NA
chr2	7634314	7636910	-	DDB_G0277307	DDB_G0277307	highly similar to H. sapiens LONP1 and S. cerevisiae PIM1%3B Lon protease family members are often located in the mitochondria%3B there is a second Lon protease in Dictyostelium
chr2	7638955	7639970	+	DDB_G0277213	DDB_G0277213	weakly similar to mitochondrial F0 ATP synthase delta chain
chr2	7641137	7643212	+	DDB_G0277309	cnrJ	identified as a suppressor of smlA null mutant cnr10
chr2	7643321	7645619	-	DDB_G0277145	pkaD	NA
chr2	7649277	7651691	+	DDB_G0277311	DDB_G0277311	NA
chr2	7651928	7652000	+	DDB_G0294893	tRNA-Ile-AAU-7	transfers an isoleucine residue to a growing polypeptide chain during protein synthesis%0A
chr2	7652688	7653539	-	DDB_G0277215	iptA	similar to plant pathogenic bacteria Ipt proteins involved in cytokinin synthesis%3B IPP transferases modify both cytoplasmic and mitochondrial tRNAs at A(37) to give isopentenyl A(37)
chr2	7655048	7658539	-	DDB_G0277217	DDB_G0277217	NA
chr2	7659066	7661861	-	DDB_G0277313	DDB_G0277313	similar to TAPT1 (Transmembrane Anterior Posterior Transformation)%2C a conserved eukaryotic gene%3B when mutated in mouse%2C causes skeletal homeotic transformations
chr2	7662227	7664303	-	DDB_G0277219	vps13l	shares a very short region of similarity with VPS13
chr2	7664995	7665923	+	DDB_G0277315	DDB_G0277315	NA
chr2	7667169	7667970	+	DDB_G0277317	DDB_G0277317	NA
chr2	7668593	7670290	+	DDB_G0277167	DDB_G0277167	NA
chr2	7670938	7675094	-	DDB_G0277169	DDB_G0277169	NA
chr2	7675988	7676059	-	DDB_G0294917	tRNA-Asp-GUC-10	transfers an aspartic acid residue to a growing polypeptide chain during protein synthesis%0A
chr2	7676172	7676855	+	DDB_G0277299	DDB_G0277299_RTE	ORF2 protein fragment of tRNA-specific non-long terminal repeat retrotransposon TRE5-B%3B refer to GenBank AF298209 for consensus full-length element
chr2	7677105	7677605	+	DDB_G0277297	DDB_G0277297_RTE	ORF2 of tRNA-specific non-long terminal repeat retrotransposon TRE5-A%3B formerly known as DRE
chr2	7678365	7679636	-	DDB_G0277171	DDB_G0277171	NA
chr2	7680323	7681410	+	DDB_G0277173	vamp7B	belongs to the v-SNARE family%3B interacts with AP180 (clmA)%2C which retrieves Vamp7B from the contractile vacuole
chr2	7681951	7682036	-	DDB_G0295531	sno6	expressed non-coding RNA%3B C%2FD box snoRNAs are involved in rRNA processing and methylation
chr2	7682673	7686024	-	DDB_G0277175	forG	contains an actin-binding FH2 (formin homology 2) domain
chr2	7686538	7688136	-	DDB_G0277177	DDB_G0277177	NA
chr2	7688578	7690161	+	DDB_G0277179	DDB_G0277179	NA
chr2	7690557	7691968	-	DDB_G0277319	atg3	Dictyostelium homolog of yeast atg3
chr2	7692473	7693780	-	DDB_G0277181	DDB_G0277181	NA
chr2	7694600	7696289	+	DDB_G0277321	crtp2	similar to Plasmodium falciparum CRT%2C which confers resistance to chloroquine%3B contains 10 predicted transmembrane domains
chr2	7696333	7697427	-	DDB_G0277323	DDB_G0277323	contains four FNIP repeats%3B similar to CigB and other conserved hypothetical Dictyostelium proteins
chr2	7697697	7698023	-	DDB_G0277183	H4a	one of two identical H4 proteins (other is %3Ca href%3D%22%2Fdb%2Fcgi-bin%2Fgene_page.pl?primary_id%3DDDB_G0276863%22%3E%3Ci%3EH4b%3C%2Fi%3E%3C%2Fa%3E)%3B component of the H2A-H2B-H3-H4 histone octamer%3B dimerizes with histone H3
chr2	7699060	7706086	+	DDB_G0277185	DDB_G0277185	NA
chr2	7707361	7708479	+	DDB_G0277187	DDB_G0277187	NA
chr2	7708598	7710257	-	DDB_G0305367	DDB_G0305367	NA
chr2	7711176	7714758	+	DDB_G0277325	DDB_G0277325	NA
chr2	7715120	7715191	-	DDB_G0294915	tRNA-Asp-GUC-9	transfers an aspartic acid residue to a growing polypeptide chain during protein synthesis%0A
chr2	7715722	7716318	+	DDB_G0277189	DDB_G0277189	NA
chr2	7717198	7722630	+	DDB_G0277221	chcA	clathrin is composed of three heavy chain subunits (ChcA) and three light chain subunits (Clc)
chr2	7723058	7723540	+	DDB_G0277191	DDB_G0277191	NA
chr2	7723793	7727267	-	DDB_G0277327	DDB_G0277327	NA
chr2	7727570	7730093	-	DDB_G0277329	DDB_G0277329	N-terminal region similar to ubiquitin%3B central region contains one von Willebrand factor (vWF) type A domain%3B C-terminal region similar to P-loop containing nucleoside triphosphate hydrolases
chr2	7730515	7731298	-	DDB_G0277193	DDB_G0277193_ps	putative pseudogene%3B similar to many other hypothetical %3Ci%3EDictyostelium%3C%2Fi%3E proteins
chr2	7731826	7732209	-	DDB_G0277195	mrps17	protein component of the mitochondrial small ribosomal subunit
chr2	7732529	7733206	+	DDB_G0277197	DDB_G0277197	NA
chr2	7733653	7738100	+	DDB_G0277199	rpc1	component of the RNA polymerase III complex%3B ortholog of S. cerevisiae RPO31
chr2	7738676	7738757	-	DDB_G0294913	tRNA-Leu-AAG-1	transfers a leucine residue to a growing polypeptide chain during protein synthesis%0A
chr2	7738970	7739764	-	DDB_G0277201	DDB_G0277201	NA
chr2	7741603	7744353	+	DDB_G0277223	dgkA	dgkA corresponds to a previously reported myosin II heavy chain kinase designated myosin heavy chain-protein kinase C (MHC-PKC)%3B recent research shows the protein does not contain a protein kinase domain but a diacylglycerol kinase domain
chr2	7744744	7745848	+	DDB_G0277203	DDB_G0277203	members of the NAD-dependent epimerase%2Fdehydratase family use nucleotide-sugar substrates for a variety of chemical reactions
chr2	7746561	7747278	+	DDB_G0277205	DDB_G0277205	NA
chr2	7748048	7750051	+	DDB_G0277225	DDB_G0277225	NA
chr2	7750722	7751531	+	DDB_G0277227	DDB_G0277227	NA
chr2	7752528	7754672	+	DDB_G0277229	DDB_G0277229	NA
chr2	7754832	7755668	-	DDB_G0277231	ndufs8	core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I)
chr2	7755927	7757898	+	DDB_G0277295	mcysS	catalyzes the reaction ATP %2B L-cysteine %2B tRNACys %3D AMP %2B diphosphate %2B L-cysteinyl-tRNACys
chr2	7758796	7759151	+	DDB_G0277233	DDB_G0277233	expressed in pstO cells%3B highly similar to %3Ca href%3D%22%2Fdb%2Fcgi-bin%2Fgene_page.pl?primary_id%3DDDB_G0286667%22%3E%3Ci%3EDDB_G0286667%3C%2Fi%3E%3C%2Fa%3E
chr2	7759588	7761384	-	DDB_G0277235	DDB_G0277235	NA
chr2	7761649	7762841	-	DDB_G0277237	fspA	contains 9 putative transmembrane domains%3B potential chemosensory G-protein coupled receptor which may play a role in intracellular signalling
chr2	7763036	7764910	+	DDB_G0277331	DDB_G0277331	%3Cb%3ECommunity annotation:%3C%2Fb%3E DDB_GO277331 is similar (blasts both ways) to a widely conserved histone lysine methyl transferease called ASHR1 in plants%2C but known as the Set and MYnd Domain-containing protein SMYD3 in metazoans. In humans SMYD3 is upregulated in the majority of colorectal and hepatic cancers%3B it is thought to participate in transactivating genes involved in cell cycle regulation [see Hamamoto et al%2C Nature Cell Biology 6%2C 731-740 (2004)]. The protein binds to the motif %3Cb%3ECCCTCC%3C%2Fb%3E%2C which is found in the promoters of many such genes in humans.%3Cbr%3E DDB_G0277331 is fivefold overexpressed in a Dicty strain in which the retinoblastoma-like gene rblA has been disrupted (Doquang et al.%2C in preparation). The SMYD3 target %3Cb%3ECCCTCC%3C%2Fb%3E is rare in Dictyostelium promoters%2C but highly enriched in the promoters of genes which the rblA disruptant overexpresses. Most of these genes have functions in cell cycle progression%3B they include three kifs%2C two DNA polymerases%2C two centrosomal proteins and cdk1. It thus appears likely that DDB_G0277331 is part of a network controlling cell-cycle-specific gene expression in Dictyostelium. %3Ci%3EHarry MacWilliams%2C October 2009%3C%2Fi%3E
chr2	7764969	7770836	-	DDB_G0277239	DDB_G0277239	NA
chr2	7771869	7772912	+	DDB_G0277333	DDB_G0277333	NA
chr2	7773309	7774020	+	DDB_G0277335	DDB_G0277335	putative 22 kDa peroxisomal membrane protein that may be involved in pore forming activity and may contribute to the unspecific permeability of the organelle membrane
chr2	7774136	7776793	-	DDB_G0277337	DDB_G0277337	NA
chr2	7777377	7778542	+	DDB_G0277149	DDB_G0277149	contains 3 TPR domains%3B homolog of human TTC35  (tetratricopeptide repeat protein 35) 
chr2	7779263	7782556	+	DDB_G0277341	DDB_G0277341	contains a plant homeodomain (PHD) finger%2C a C4HC3 zinc-finger-like motif found in nuclear proteins thought to be involved in chromatin-mediated transcriptional regulation
chr2	7783025	7784465	+	DDB_G0277243	DDB_G0277243	similar to mammalian TNF receptor-associated factors 5 and 6 (TRAF5%2C TRAF6)
chr2	7784936	7787721	+	DDB_G0277343	scfd2	involved in vesicle-mediated transport%3B weakly similar to H. sapiens SCFD2 
chr2	7788092	7789756	+	DDB_G0277139	apm2	NA
chr2	7790152	7794975	+	DDB_G0277291	DDB_G0277291	conserved Dictyostelium protein%3B contains a putative N-terminal signal sequence%2C a C-terminal anchoring transmembrane domain and one EGF-like domain
chr2	7795600	7797187	+	DDB_G0277345	rps3a	protein component of the small (40S) ribosomal subunit
chr2	7797355	7798755	-	DDB_G0277347	DDB_G0277347	NA
chr2	7799232	7802965	+	DDB_G0277245	DDB_G0277245	catalyzes the reaction L-threonine %3C%3D%3E 2-oxobutanoate %2B NH%3Csub%3E3%3C%2Fsub%3E
chr2	7803232	7805043	-	DDB_G0277349	DDB_G0277349	NA
chr2	7806204	7808472	+	DDB_G0277273	phg1B	involved in phagocytosis and substrate adhesion%3B contains 9 transmembrane domains%3B also involved in the intracellular killing of bacteria by determining the stability and cellular amount of the sulfotransferase Kil1
chr2	7808700	7811174	-	DDB_G0277353	DDB_G0277353	NA
chr2	7812708	7814477	-	DDB_G0277143	gpbA	NA
chr2	7816486	7817535	+	DDB_G0277247	apnB	breaks the C-O-P bond 3%27 to an apurinic or apyrimidinic site in DNA
chr2	7817927	7818775	-	DDB_G0277249	DDB_G0277249	contains 5 ankyrin repeats
chr2	7821349	7823358	-	DDB_G0277251	DDB_G0277251	NA
chr2	7823709	7826321	-	DDB_G0277253	mscS	contains mechanosensitive (MS) channel domain which provides protection against hypo-osmotic shock%3B expressed in pstO cells
chr2	7827595	7831164	-	DDB_G0277255	DDB_G0277255	NA
chr2	7833225	7834846	-	DDB_G0277257	DDB_G0277257	NA
chr2	7835294	7835704	+	DDB_G0277259	DDB_G0277259	NA
chr2	7836022	7836432	-	DDB_G0277261	DDB_G0277261	NA
chr2	7837550	7837623	-	DDB_G0294911	tRNA-Arg-ACG-5	transfers an arginine residue to a growing polypeptide chain during protein synthesis%0A
chr2	7838828	7839940	-	DDB_G0277355	DDB_G0277355	NA
chr2	7842734	7843801	+	DDB_G0277263	DDB_G0277263	NA
chr2	7844509	7845326	-	DDB_G0277289	pigH	putative glycosyltransferase involved in GPI biosynthesis%3B subunit of the transferase that catalyzes the transfer of N-acetylglucosamine (GlcNAc) from UDP-N-acetylglucosamine to phosphatidylinositol (PI)
chr2	7845634	7845707	+	DDB_G0294895	tRNA-Val-AAC-9	transfers a valine residue to a growing polypeptide chain during protein synthesis%0A
chr2	7848602	7850071	+	DDB_G0277265	DDB_G0277265	NA
chr2	7850366	7853512	-	DDB_G0277357	DDB_G0277357	contains a putative cupin%2C RmlC-type domain found in RmlC%2C a dTDP-sugar isomerase
chr2	7854255	7855280	+	DDB_G0277267	ube2n	putative ortholog of H. sapiens UBE2N and S. cerevisiae UBC13
chr2	7855699	7856957	+	DDB_G0277359	DDB_G0277359	NA
chr2	7857099	7858927	-	DDB_G0277275	poxA	regulated by the MADS-box transcription factor SrfA during development%3B contains a predicted signal peptide
chr2	7860770	7861876	+	DDB_G0277361	DDB_G0277361	NA
chr2	7861958	7862905	-	DDB_G0348565	DDB_G0348565	NA
chr2	7864423	7868216	+	DDB_G0277269	ionA	expressed in pstAB cells and in pstA cells and upper cup during culmination%3B transports ions across membranes using ATP hydrolysis for energy%3B contains 8 transmembrane domains
chr2	7868434	7870935	-	DDB_G0277287	DDB_G0277287	NA
chr2	7871755	7871837	-	DDB_G0294909	tRNA-Leu-UAA-3	transfers a leucine residue to a growing polypeptide chain during protein synthesis%0A
chr2	7872301	7873635	+	DDB_G0277285	DDB_G0277285_RTE	ORF1 of tRNA-specific non-long terminal repeat retrotransposon TRE5-A%3B formerly known as DRE
chr2	7874573	7876471	-	DDB_G0277283	DDB_G0277283_RTE	ORF of tRNA-specific long terminal repeat retrotransposon DGLT-A%3B refer to AF298204 for full-length element
chr2	7878701	7878782	-	DDB_G0294907	tRNA-Ser-AGA-5	transfers a serine residue to a growing polypeptide chain during protein synthesis%0A
chr2	7879581	7880915	+	DDB_G0277281	DDB_G0277281_RTE	ORF1 of tRNA-specific non-long terminal repeat retrotransposon TRE5-A%3B formerly known as DRE
chr2	7882048	7883382	+	DDB_G0277363	DDB_G0277363_RTE	ORF1 of tRNA-specific non-long terminal repeat retrotransposon TRE5-A%3B formerly known as DRE
chr2	7883673	7886816	+	DDB_G0277365	DDB_G0277365_RTE	ORF2 of tRNA-specific non-long terminal repeat retrotransposon TRE5-A%3B formerly known as DRE
chr2	7889390	7889875	+	DDB_G0277367	DDB_G0277367	NA
chr2	7889956	7891526	-	DDB_G0277151	DDB_G0277151	NA
chr2	7892019	7892927	-	DDB_G0277369	DDB_G0277369	similar to SET%2FPhosphatase 2A inhibitor and other NAP domain-containing proteins
chr2	7893420	7896232	-	DDB_G0277165	DDB_G0277165	CAMKL family protein kinase%3B the protein kinase domain is similar to those of the CAMKL%2FBRSK subfamily%2C which are named based on brain-specific expression in human%2C and neuronal expression in worm
chr2	7899822	7900713	-	DDB_G0277371	pabpn1	similar to human PABPN1 (PAB2)%2C which is involved in the 3%27-end formation of mRNA precursors (pre-mRNA) by the addition of a poly(A) tail%3B defects in PABPN1 may be the cause of an autosomal dominant oculopharyngeal muscular dystrophy
chr2	7901323	7902457	+	DDB_G0277373	DDB_G0277373	NA
chr2	7902745	7904138	-	DDB_G0277141	cotC	expressed in prespore cells
chr2	7905630	7909062	-	DDB_G0277375	DDB_G0277375	similar to human ARS2 (Arsenite-resistance protein 2)
chr2	7909800	7911113	+	DDB_G0277163	DDB_G0277163	NA
chr2	7911260	7911847	-	DDB_G0277279	DDB_G0277279	NA
chr2	7912606	7913487	+	DDB_G0277161	DDB_G0277161	NA
chr2	7913689	7914705	-	DDB_G0277159	DDB_G0277159	NA
chr2	7915485	7916629	-	DDB_G0277271	DDB_G0277271	NA
chr2	7917419	7918406	+	DDB_G0277157	nubp2	ortholog of the human nucleotide binding protein NUBP2%3B belongs to the highly conserved Mrp%2FNBP35 ATP-binding protein family%3B contains a Zinc finger%2C C4-type domain
chr2	7918767	7920405	+	DDB_G0277155	tom40	homologous to mitochondrial import protein 40 kDa subunit%3B contains a putative transmembrane beta-barrel
chr2	7920699	7922764	-	DDB_G0277377	srpR	mediates the delivery of nascent secretory proteins to the endoplasmic reticulum by the signal recognition particle (SRP)
chr2	7923209	7924171	-	DDB_G0277153	DDB_G0277153	NA
chr2	7927670	7930066	+	DDB_G0277391	DDB_G0277391	NA
chr2	7930691	7932265	-	DDB_G0277389	DDB_G0277389	NA
chr2	7932696	7934913	-	DDB_G0277379	pspD	prespore gene PL3 
chr2	7936345	7936416	+	DDB_G0294897	tRNA-Thr-AGU-14	transfers a threonine residue to a growing polypeptide chain during protein synthesis%0A
chr2	7936707	7939143	-	DDB_G0277387	DDB_G0277387	NA
chr2	7940048	7941055	+	DDB_G0277385	DDB_G0277385	NA
chr2	7941454	7943103	-	DDB_G0277383	DDB_G0277383	NA
chr2	7945233	7946318	+	DDB_G0277395	DDB_G0277395	NA
chr2	7946446	7949072	-	DDB_G0277381	cpras1	contains a type A von Willebrand factor (VWFA) domain followed by circularly permuted GTPase domain with the conserved motifs G1-G2 lying downstream of the G3-G4-G5 motifs
chr2	7949669	7951198	+	DDB_G0307284	DDB_G0307284	similar to a D. purpureum protein
chr2	7953876	7955136	+	DDB_G0277481	DDB_G0277481	NA
chr2	7955427	7958282	-	DDB_G0277531	DDB_G0277531	conserved hypothetical %3Ci%3EDictyostelium%3C%2Fi%3E protein%2C contains one EGF-like%2C type 3 domain
chr2	7960057	7962159	+	DDB_G0277413	mkcD	similar to %3Ci%3EDictyostelium mkcA%3C%2Fi%3E and %3Ci%3EmkcB%3C%2Fi%3E%2C and other mitogen-activated protein kinases (Ste20%2FPAK family)
chr2	7962538	7963218	-	DDB_G0277411	DDB_G0277411	NA
chr2	7964365	7965039	-	DDB_G0277409	DDB_G0277409	NA
chr2	7966182	7966559	+	DDB_G0277407	DDB_G0277407	NA
chr2	7966950	7968159	-	DDB_G0277405	DDB_G0277405	NA
chr2	7968732	7970662	-	DDB_G0277505	hbx6	NA
chr2	7970770	7972432	-	DDB_G0277507	DDB_G0277507	NA
chr2	7973999	7976657	+	DDB_G0277483	DDB_G0277483	NA
chr2	7976869	7980480	-	DDB_G0277533	DDB_G0277533	similar to human WDR48%2C a WD repeat endosomal protein
chr2	7981156	7984040	+	DDB_G0277485	dyrk1	similar to dual-specificity tyrosine-phosphorylation regulated kinases (DYRK)
chr2	7984797	7985785	+	DDB_G0277535	rgn	similar to regucalcin%2C a calcium binding protein that controls many cellular functions
chr2	7985968	7986733	+	DDB_G0277487	DDB_G0277487	NA
chr2	7988276	7988674	+	DDB_G0277489	DDB_G0277489	NA
chr2	7989159	7996777	+	DDB_G0277537	DDB_G0277537	subunit of PI4K%2C responsible for the  phosphorylation of phosphatidylinositol (PI) to PI4P (ATP %2B 1-phosphatidyl-1D-myo-inositol %3D ADP %2B 1-phosphatidyl-1D-myo-inositol 4-phosphate)%2C the first committed step in the generation of phosphatidylinositol 4%2C5-bisphosphate (PIP2)%2C a precursor of the second messenger inositol 1%2C4%2C5-trisphosphate (InsP3)
chr2	7996971	7997588	-	DDB_G0277491	hspG12	NA
